Date,Neighborhood,Total Positives
9/16/20,N7: BRIGHTWOOD,670
9/16/20,N12: CHINATOWN,535
9/16/20,N37: NAYLOR/HILLCREST,506
9/16/20,N45: TRINIDAD,468
9/16/20,N38: PETWORTH,462
9/16/20,N31: LOGAN CIRCLE/SHAW,460
9/16/20,N8: BRIGHTWOOD PARK,452
9/16/20,N30: LINCOLN HEIGHTS,444
9/16/20,N32: MARSHALL HEIGHTS,422
9/16/20,N33: MICHIGAN PARK,404
9/16/20,N20: FORT DUPONT,370
9/16/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/16/20,N46: TWINING,362
9/16/20,N4: BELLEVUE,351
9/16/20,N34: MOUNT PLEASANT,342
9/16/20,N21: FORT LINCOLN/GATEWAY,334
9/16/20,N43: SW/WATERFRONT,330
9/16/20,N29: LAMOND RIGGS,306
9/16/20,N26: HISTORIC ANACOSTIA,302
9/16/20,N17: EASTLAND GARDENS,295
9/16/20,N18: EDGEWOOD,285
9/16/20,N6: BRENTWOOD,284
9/16/20,N47: U ST/PLEASANT,284
9/16/20,N48: UNION STATION,269
9/16/20,N16: DOUGLASS,268
9/16/20,N2: ADAMS MORGAN,261
9/16/20,N41: SOUTH COLUMBIA HEIGHTS,258
9/16/20,N39: SAINT ELIZABETHS,252
9/16/20,N40: SHEPHERD PARK,221
9/16/20,N42: STADIUM ARMORY,220
9/16/20,N5: BLOOMINGDALE,206
9/16/20,N23: GEORGETOWN EAST,203
9/16/20,N28: KINGMAN PARK,202
9/16/20,N44: TENLEYTOWN,194
9/16/20,N27: KENT/PALISADES,180
9/16/20,N25: HILL EAST,151
9/16/20,N49: WASHINGTON HIGHLANDS,146
9/16/20,N51: WOODRIDGE,141
9/16/20,N10: CATHEDRAL HEIGHTS,126
9/16/20,N9: CAPITOL HILL,107
9/16/20,N50: WOODLEY PARK,87
9/16/20,N19: FOREST HILLS,86
9/16/20,N24: GWU,81
9/16/20,N11: CHEVY CHASE,73
9/16/20,N3: BARNABY WOODS,53
9/16/20,N22: GEORGETOWN,44
9/16/20,N15: DC MEDICAL CENTER,32
9/16/20,N36: NAVAL STATION & AIR FORCE,11
9/16/20,N35: NATIONAL MALL,3
9/17/20,N13: COLUMBIA HEIGHTS,865
9/17/20,N1: 16th ST HEIGHTS,755
9/17/20,N7: BRIGHTWOOD,672
9/17/20,N12: CHINATOWN,535
9/17/20,N37: NAYLOR/HILLCREST,507
9/17/20,N45: TRINIDAD,473
9/17/20,N38: PETWORTH,463
9/17/20,N31: LOGAN CIRCLE/SHAW,460
9/17/20,N8: BRIGHTWOOD PARK,453
9/17/20,N30: LINCOLN HEIGHTS,445
9/17/20,N32: MARSHALL HEIGHTS,422
9/17/20,N33: MICHIGAN PARK,404
9/17/20,N20: FORT DUPONT,376
9/17/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/17/20,N46: TWINING,363
9/17/20,N4: BELLEVUE,353
9/17/20,N34: MOUNT PLEASANT,342
9/17/20,N21: FORT LINCOLN/GATEWAY,335
9/17/20,N43: SW/WATERFRONT,329
9/17/20,N29: LAMOND RIGGS,311
9/17/20,N26: HISTORIC ANACOSTIA,303
9/17/20,N17: EASTLAND GARDENS,297
9/17/20,N47: U ST/PLEASANT,289
9/17/20,N6: BRENTWOOD,288
9/17/20,N18: EDGEWOOD,285
9/17/20,N48: UNION STATION,271
9/17/20,N16: DOUGLASS,270
9/17/20,N2: ADAMS MORGAN,261
9/17/20,N41: SOUTH COLUMBIA HEIGHTS,260
9/17/20,N39: SAINT ELIZABETHS,248
9/17/20,N40: SHEPHERD PARK,221
9/17/20,N42: STADIUM ARMORY,220
9/17/20,N5: BLOOMINGDALE,210
9/17/20,N23: GEORGETOWN EAST,204
9/17/20,N28: KINGMAN PARK,203
9/17/20,N44: TENLEYTOWN,199
9/17/20,N27: KENT/PALISADES,181
9/17/20,N25: HILL EAST,152
9/17/20,N49: WASHINGTON HIGHLANDS,146
9/17/20,N51: WOODRIDGE,143
9/17/20,N10: CATHEDRAL HEIGHTS,127
9/17/20,N9: CAPITOL HILL,107
9/17/20,N50: WOODLEY PARK,87
9/17/20,N19: FOREST HILLS,87
9/17/20,N24: GWU,82
9/17/20,N11: CHEVY CHASE,73
9/17/20,N3: BARNABY WOODS,53
9/17/20,N22: GEORGETOWN,44
9/17/20,N15: DC MEDICAL CENTER,32
9/17/20,N36: NAVAL STATION & AIR FORCE,11
9/17/20,N35: NATIONAL MALL,3
9/18/20,N13: COLUMBIA HEIGHTS,866
9/18/20,N1: 16th ST HEIGHTS,759
9/18/20,N7: BRIGHTWOOD,673
9/18/20,N12: CHINATOWN,539
9/18/20,N37: NAYLOR/HILLCREST,508
9/18/20,N45: TRINIDAD,474
9/18/20,N38: PETWORTH,464
9/18/20,N31: LOGAN CIRCLE/SHAW,461
9/18/20,N8: BRIGHTWOOD PARK,456
9/18/20,N30: LINCOLN HEIGHTS,445
9/18/20,N32: MARSHALL HEIGHTS,422
9/18/20,N33: MICHIGAN PARK,404
9/18/20,N20: FORT DUPONT,373
9/18/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/18/20,N46: TWINING,363
9/18/20,N4: BELLEVUE,353
9/18/20,N34: MOUNT PLEASANT,342
9/18/20,N21: FORT LINCOLN/GATEWAY,335
9/18/20,N43: SW/WATERFRONT,329
9/18/20,N29: LAMOND RIGGS,313
9/18/20,N26: HISTORIC ANACOSTIA,304
9/18/20,N17: EASTLAND GARDENS,298
9/18/20,N18: EDGEWOOD,291
9/18/20,N6: BRENTWOOD,290
9/18/20,N47: U ST/PLEASANT,289
9/18/20,N48: UNION STATION,274
9/18/20,N16: DOUGLASS,270
9/18/20,N2: ADAMS MORGAN,266
9/18/20,N41: SOUTH COLUMBIA HEIGHTS,261
9/18/20,N39: SAINT ELIZABETHS,248
9/18/20,N40: SHEPHERD PARK,222
9/18/20,N42: STADIUM ARMORY,220
9/18/20,N5: BLOOMINGDALE,211
9/18/20,N23: GEORGETOWN EAST,205
9/18/20,N28: KINGMAN PARK,203
9/18/20,N44: TENLEYTOWN,199
9/18/20,N27: KENT/PALISADES,182
9/18/20,N25: HILL EAST,153
9/18/20,N49: WASHINGTON HIGHLANDS,147
9/18/20,N51: WOODRIDGE,143
9/18/20,N10: CATHEDRAL HEIGHTS,128
9/18/20,N9: CAPITOL HILL,108
9/18/20,N50: WOODLEY PARK,87
9/18/20,N19: FOREST HILLS,87
9/18/20,N24: GWU,85
9/18/20,N11: CHEVY CHASE,73
9/18/20,N3: BARNABY WOODS,53
9/18/20,N22: GEORGETOWN,44
9/18/20,N15: DC MEDICAL CENTER,32
9/18/20,N36: NAVAL STATION & AIR FORCE,11
9/18/20,N35: NATIONAL MALL,3
9/19/20,N13: COLUMBIA HEIGHTS,867
9/19/20,N1: 16th ST HEIGHTS,760
9/19/20,N7: BRIGHTWOOD,675
9/19/20,N12: CHINATOWN,538
9/19/20,N37: NAYLOR/HILLCREST,510
9/19/20,N45: TRINIDAD,476
9/19/20,N38: PETWORTH,465
9/19/20,N31: LOGAN CIRCLE/SHAW,465
9/19/20,N8: BRIGHTWOOD PARK,459
9/19/20,N30: LINCOLN HEIGHTS,445
9/19/20,N32: MARSHALL HEIGHTS,423
9/19/20,N33: MICHIGAN PARK,405
9/19/20,N20: FORT DUPONT,379
9/19/20,N46: TWINING,365
9/19/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/19/20,N4: BELLEVUE,354
9/19/20,N34: MOUNT PLEASANT,342
9/19/20,N21: FORT LINCOLN/GATEWAY,335
9/19/20,N43: SW/WATERFRONT,330
9/19/20,N29: LAMOND RIGGS,313
9/19/20,N26: HISTORIC ANACOSTIA,304
9/19/20,N17: EASTLAND GARDENS,299
9/19/20,N6: BRENTWOOD,292
9/19/20,N47: U ST/PLEASANT,291
9/19/20,N18: EDGEWOOD,291
9/19/20,N48: UNION STATION,276
9/19/20,N16: DOUGLASS,272
9/19/20,N2: ADAMS MORGAN,267
9/19/20,N41: SOUTH COLUMBIA HEIGHTS,261
9/19/20,N39: SAINT ELIZABETHS,249
9/19/20,N40: SHEPHERD PARK,222
9/19/20,N42: STADIUM ARMORY,220
9/19/20,N5: BLOOMINGDALE,211
9/19/20,N23: GEORGETOWN EAST,205
9/19/20,N44: TENLEYTOWN,203
9/19/20,N28: KINGMAN PARK,203
9/19/20,N27: KENT/PALISADES,185
9/19/20,N25: HILL EAST,154
9/19/20,N51: WOODRIDGE,147
9/19/20,N49: WASHINGTON HIGHLANDS,147
9/19/20,N10: CATHEDRAL HEIGHTS,131
9/19/20,N9: CAPITOL HILL,109
9/19/20,N50: WOODLEY PARK,89
9/19/20,N19: FOREST HILLS,87
9/19/20,N24: GWU,85
9/19/20,N11: CHEVY CHASE,73
9/19/20,N3: BARNABY WOODS,53
9/19/20,N22: GEORGETOWN,44
9/19/20,N15: DC MEDICAL CENTER,31
9/19/20,N36: NAVAL STATION & AIR FORCE,11
9/19/20,N35: NATIONAL MALL,3
9/20/20,N13: COLUMBIA HEIGHTS,868
9/20/20,N1: 16th ST HEIGHTS,760
9/20/20,N7: BRIGHTWOOD,675
9/20/20,N12: CHINATOWN,538
9/20/20,N37: NAYLOR/HILLCREST,513
9/20/20,N45: TRINIDAD,476
9/20/20,N38: PETWORTH,466
9/20/20,N31: LOGAN CIRCLE/SHAW,464
9/20/20,N8: BRIGHTWOOD PARK,459
9/20/20,N30: LINCOLN HEIGHTS,446
9/20/20,N32: MARSHALL HEIGHTS,423
9/20/20,N33: MICHIGAN PARK,404
9/20/20,N20: FORT DUPONT,379
9/20/20,N46: TWINING,368
9/20/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/20/20,N4: BELLEVUE,354
9/20/20,N34: MOUNT PLEASANT,343
9/20/20,N21: FORT LINCOLN/GATEWAY,336
9/20/20,N43: SW/WATERFRONT,330
9/20/20,N29: LAMOND RIGGS,313
9/20/20,N26: HISTORIC ANACOSTIA,304
9/20/20,N17: EASTLAND GARDENS,300
9/20/20,N6: BRENTWOOD,292
9/20/20,N47: U ST/PLEASANT,292
9/20/20,N18: EDGEWOOD,292
9/20/20,N48: UNION STATION,278
9/20/20,N16: DOUGLASS,272
9/20/20,N2: ADAMS MORGAN,268
9/20/20,N41: SOUTH COLUMBIA HEIGHTS,262
9/20/20,N39: SAINT ELIZABETHS,249
9/20/20,N40: SHEPHERD PARK,223
9/20/20,N42: STADIUM ARMORY,220
9/20/20,N5: BLOOMINGDALE,214
9/20/20,N23: GEORGETOWN EAST,205
9/20/20,N44: TENLEYTOWN,203
9/20/20,N28: KINGMAN PARK,203
9/20/20,N27: KENT/PALISADES,185
9/20/20,N25: HILL EAST,154
9/20/20,N51: WOODRIDGE,148
9/20/20,N49: WASHINGTON HIGHLANDS,147
9/20/20,N10: CATHEDRAL HEIGHTS,131
9/20/20,N9: CAPITOL HILL,109
9/20/20,N50: WOODLEY PARK,89
9/20/20,N19: FOREST HILLS,87
9/20/20,N24: GWU,85
9/20/20,N11: CHEVY CHASE,73
9/20/20,N3: BARNABY WOODS,53
9/20/20,N22: GEORGETOWN,44
9/20/20,N15: DC MEDICAL CENTER,33
9/20/20,N36: NAVAL STATION & AIR FORCE,11
9/20/20,N35: NATIONAL MALL,3
9/21/20,N13: COLUMBIA HEIGHTS,871
9/21/20,N1: 16th ST HEIGHTS,760
9/21/20,N7: BRIGHTWOOD,675
9/21/20,N12: CHINATOWN,541
9/21/20,N37: NAYLOR/HILLCREST,515
9/21/20,N45: TRINIDAD,477
9/21/20,N38: PETWORTH,469
9/21/20,N31: LOGAN CIRCLE/SHAW,466
9/21/20,N8: BRIGHTWOOD PARK,461
9/21/20,N30: LINCOLN HEIGHTS,446
9/21/20,N32: MARSHALL HEIGHTS,423
9/21/20,N33: MICHIGAN PARK,404
9/21/20,N20: FORT DUPONT,381
9/21/20,N46: TWINING,368
9/21/20,N14: CONGRESS HEIGHTS/SHIPLEY,366
9/21/20,N4: BELLEVUE,355
9/21/20,N34: MOUNT PLEASANT,343
9/21/20,N21: FORT LINCOLN/GATEWAY,338
9/21/20,N43: SW/WATERFRONT,335
9/21/20,N29: LAMOND RIGGS,315
9/21/20,N26: HISTORIC ANACOSTIA,304
9/21/20,N17: EASTLAND GARDENS,302
9/21/20,N6: BRENTWOOD,294
9/21/20,N47: U ST/PLEASANT,294
9/21/20,N18: EDGEWOOD,292
9/21/20,N48: UNION STATION,278
9/21/20,N16: DOUGLASS,272
9/21/20,N2: ADAMS MORGAN,269
9/21/20,N41: SOUTH COLUMBIA HEIGHTS,262
9/21/20,N39: SAINT ELIZABETHS,250
9/21/20,N40: SHEPHERD PARK,224
9/21/20,N42: STADIUM ARMORY,220
9/21/20,N5: BLOOMINGDALE,214
9/21/20,N44: TENLEYTOWN,205
9/21/20,N23: GEORGETOWN EAST,205
9/21/20,N28: KINGMAN PARK,204
9/21/20,N27: KENT/PALISADES,185
9/21/20,N25: HILL EAST,154
9/21/20,N49: WASHINGTON HIGHLANDS,148
9/21/20,N51: WOODRIDGE,147
9/21/20,N10: CATHEDRAL HEIGHTS,131
9/21/20,N9: CAPITOL HILL,108
9/21/20,N50: WOODLEY PARK,89
9/21/20,N19: FOREST HILLS,89
9/21/20,N24: GWU,86
9/21/20,N11: CHEVY CHASE,73
9/21/20,N3: BARNABY WOODS,53
9/21/20,N22: GEORGETOWN,44
9/21/20,N15: DC MEDICAL CENTER,33
9/21/20,N36: NAVAL STATION & AIR FORCE,11
9/21/20,N35: NATIONAL MALL,3
9/22/20,N13: COLUMBIA HEIGHTS,868
9/22/20,N1: 16th ST HEIGHTS,761
9/22/20,N7: BRIGHTWOOD,675
9/22/20,N12: CHINATOWN,543
9/22/20,N37: NAYLOR/HILLCREST,516
9/22/20,N45: TRINIDAD,477
9/22/20,N38: PETWORTH,470
9/22/20,N31: LOGAN CIRCLE/SHAW,466
9/22/20,N8: BRIGHTWOOD PARK,465
9/22/20,N30: LINCOLN HEIGHTS,446
9/22/20,N32: MARSHALL HEIGHTS,423
9/22/20,N33: MICHIGAN PARK,405
9/22/20,N20: FORT DUPONT,381
9/22/20,N46: TWINING,369
9/22/20,N14: CONGRESS HEIGHTS/SHIPLEY,366
9/22/20,N4: BELLEVUE,355
9/22/20,N34: MOUNT PLEASANT,345
9/22/20,N21: FORT LINCOLN/GATEWAY,337
9/22/20,N43: SW/WATERFRONT,334
9/22/20,N29: LAMOND RIGGS,316
9/22/20,N26: HISTORIC ANACOSTIA,305
9/22/20,N17: EASTLAND GARDENS,303
9/22/20,N6: BRENTWOOD,297
9/22/20,N18: EDGEWOOD,296
9/22/20,N47: U ST/PLEASANT,294
9/22/20,N48: UNION STATION,278
9/22/20,N16: DOUGLASS,272
9/22/20,N2: ADAMS MORGAN,268
9/22/20,N41: SOUTH COLUMBIA HEIGHTS,263
9/22/20,N39: SAINT ELIZABETHS,250
9/22/20,N40: SHEPHERD PARK,224
9/22/20,N42: STADIUM ARMORY,220
9/22/20,N5: BLOOMINGDALE,215
9/22/20,N44: TENLEYTOWN,206
9/22/20,N23: GEORGETOWN EAST,206
9/22/20,N28: KINGMAN PARK,204
9/22/20,N27: KENT/PALISADES,185
9/22/20,N25: HILL EAST,154
9/22/20,N51: WOODRIDGE,148
9/22/20,N49: WASHINGTON HIGHLANDS,148
9/22/20,N10: CATHEDRAL HEIGHTS,133
9/22/20,N9: CAPITOL HILL,108
9/22/20,N50: WOODLEY PARK,89
9/22/20,N19: FOREST HILLS,89
9/22/20,N24: GWU,86
9/22/20,N11: CHEVY CHASE,73
9/22/20,N3: BARNABY WOODS,53
9/22/20,N22: GEORGETOWN,45
9/22/20,N15: DC MEDICAL CENTER,33
9/22/20,N36: NAVAL STATION & AIR FORCE,11
9/22/20,N35: NATIONAL MALL,3
9/23/20,N13: COLUMBIA HEIGHTS,872
9/23/20,N1: 16th ST HEIGHTS,763
9/23/20,N7: BRIGHTWOOD,678
9/23/20,N12: CHINATOWN,544
9/23/20,N37: NAYLOR/HILLCREST,516
9/23/20,N45: TRINIDAD,478
9/23/20,N38: PETWORTH,470
9/23/20,N31: LOGAN CIRCLE/SHAW,468
9/23/20,N8: BRIGHTWOOD PARK,467
9/23/20,N30: LINCOLN HEIGHTS,447
9/23/20,N32: MARSHALL HEIGHTS,423
9/23/20,N33: MICHIGAN PARK,409
9/23/20,N20: FORT DUPONT,383
9/23/20,N46: TWINING,369
9/23/20,N14: CONGRESS HEIGHTS/SHIPLEY,366
9/23/20,N4: BELLEVUE,360
9/23/20,N34: MOUNT PLEASANT,346
9/23/20,N21: FORT LINCOLN/GATEWAY,338
9/23/20,N43: SW/WATERFRONT,336
9/23/20,N29: LAMOND RIGGS,316
9/23/20,N26: HISTORIC ANACOSTIA,306
9/23/20,N17: EASTLAND GARDENS,304
9/23/20,N6: BRENTWOOD,299
9/23/20,N18: EDGEWOOD,297
9/23/20,N47: U ST/PLEASANT,294
9/23/20,N48: UNION STATION,280
9/23/20,N16: DOUGLASS,271
9/23/20,N2: ADAMS MORGAN,268
9/23/20,N41: SOUTH COLUMBIA HEIGHTS,265
9/23/20,N39: SAINT ELIZABETHS,250
9/23/20,N40: SHEPHERD PARK,226
9/23/20,N42: STADIUM ARMORY,220
9/23/20,N5: BLOOMINGDALE,216
9/23/20,N23: GEORGETOWN EAST,208
9/23/20,N44: TENLEYTOWN,206
9/23/20,N28: KINGMAN PARK,204
9/23/20,N27: KENT/PALISADES,186
9/23/20,N25: HILL EAST,155
9/23/20,N51: WOODRIDGE,150
9/23/20,N49: WASHINGTON HIGHLANDS,148
9/23/20,N10: CATHEDRAL HEIGHTS,134
9/23/20,N9: CAPITOL HILL,108
9/23/20,N50: WOODLEY PARK,90
9/23/20,N19: FOREST HILLS,89
9/23/20,N24: GWU,86
9/23/20,N11: CHEVY CHASE,75
9/23/20,N3: BARNABY WOODS,53
9/23/20,N22: GEORGETOWN,45
9/23/20,N15: DC MEDICAL CENTER,33
9/23/20,N36: NAVAL STATION & AIR FORCE,11
9/23/20,N35: NATIONAL MALL,3
9/24/20,N13: COLUMBIA HEIGHTS,873
9/24/20,N1: 16th ST HEIGHTS,764
9/24/20,N7: BRIGHTWOOD,679
9/24/20,N12: CHINATOWN,547
9/24/20,N37: NAYLOR/HILLCREST,516
9/24/20,N45: TRINIDAD,480
9/24/20,N8: BRIGHTWOOD PARK,470
9/24/20,N38: PETWORTH,470
9/24/20,N31: LOGAN CIRCLE/SHAW,469
9/24/20,N30: LINCOLN HEIGHTS,447
9/24/20,N32: MARSHALL HEIGHTS,423
9/24/20,N33: MICHIGAN PARK,412
9/24/20,N20: FORT DUPONT,384
9/24/20,N46: TWINING,371
9/24/20,N14: CONGRESS HEIGHTS/SHIPLEY,366
9/24/20,N4: BELLEVUE,361
9/24/20,N34: MOUNT PLEASANT,347
9/24/20,N43: SW/WATERFRONT,340
9/24/20,N21: FORT LINCOLN/GATEWAY,337
9/24/20,N29: LAMOND RIGGS,320
9/24/20,N26: HISTORIC ANACOSTIA,306
9/24/20,N17: EASTLAND GARDENS,306
9/24/20,N6: BRENTWOOD,300
9/24/20,N18: EDGEWOOD,298
9/24/20,N47: U ST/PLEASANT,295
9/24/20,N48: UNION STATION,283
9/24/20,N16: DOUGLASS,272
9/24/20,N2: ADAMS MORGAN,267
9/24/20,N41: SOUTH COLUMBIA HEIGHTS,266
9/24/20,N39: SAINT ELIZABETHS,252
9/24/20,N40: SHEPHERD PARK,227
9/24/20,N42: STADIUM ARMORY,220
9/24/20,N5: BLOOMINGDALE,218
9/24/20,N23: GEORGETOWN EAST,208
9/24/20,N44: TENLEYTOWN,205
9/24/20,N28: KINGMAN PARK,204
9/24/20,N27: KENT/PALISADES,188
9/24/20,N25: HILL EAST,156
9/24/20,N51: WOODRIDGE,151
9/24/20,N49: WASHINGTON HIGHLANDS,148
9/24/20,N10: CATHEDRAL HEIGHTS,138
9/24/20,N9: CAPITOL HILL,108
9/24/20,N50: WOODLEY PARK,90
9/24/20,N24: GWU,90
9/24/20,N19: FOREST HILLS,89
9/24/20,N11: CHEVY CHASE,76
9/24/20,N3: BARNABY WOODS,53
9/24/20,N22: GEORGETOWN,46
9/24/20,N15: DC MEDICAL CENTER,34
9/24/20,N36: NAVAL STATION & AIR FORCE,11
9/24/20,N35: NATIONAL MALL,3
9/25/20,N13: COLUMBIA HEIGHTS,880
9/25/20,N1: 16th ST HEIGHTS,765
9/25/20,N7: BRIGHTWOOD,683
9/25/20,N12: CHINATOWN,548
9/25/20,N37: NAYLOR/HILLCREST,516
9/25/20,N45: TRINIDAD,480
9/25/20,N31: LOGAN CIRCLE/SHAW,474
9/25/20,N8: BRIGHTWOOD PARK,471
9/25/20,N38: PETWORTH,471
9/25/20,N30: LINCOLN HEIGHTS,447
9/25/20,N32: MARSHALL HEIGHTS,425
9/25/20,N33: MICHIGAN PARK,415
9/25/20,N20: FORT DUPONT,385
9/25/20,N46: TWINING,372
9/25/20,N14: CONGRESS HEIGHTS/SHIPLEY,367
9/25/20,N4: BELLEVUE,361
9/25/20,N34: MOUNT PLEASANT,349
9/25/20,N43: SW/WATERFRONT,343
9/25/20,N21: FORT LINCOLN/GATEWAY,339
9/25/20,N29: LAMOND RIGGS,321
9/25/20,N26: HISTORIC ANACOSTIA,308
9/25/20,N17: EASTLAND GARDENS,306
9/25/20,N6: BRENTWOOD,302
9/25/20,N18: EDGEWOOD,299
9/25/20,N47: U ST/PLEASANT,296
9/25/20,N48: UNION STATION,285
9/25/20,N16: DOUGLASS,273
9/25/20,N2: ADAMS MORGAN,269
9/25/20,N41: SOUTH COLUMBIA HEIGHTS,267
9/25/20,N39: SAINT ELIZABETHS,252
9/25/20,N40: SHEPHERD PARK,227
9/25/20,N5: BLOOMINGDALE,220
9/25/20,N42: STADIUM ARMORY,220
9/25/20,N23: GEORGETOWN EAST,208
9/25/20,N44: TENLEYTOWN,205
9/25/20,N28: KINGMAN PARK,204
9/25/20,N27: KENT/PALISADES,188
9/25/20,N25: HILL EAST,156
9/25/20,N51: WOODRIDGE,151
9/25/20,N49: WASHINGTON HIGHLANDS,148
9/25/20,N10: CATHEDRAL HEIGHTS,138
9/25/20,N9: CAPITOL HILL,108
9/25/20,N50: WOODLEY PARK,91
9/25/20,N19: FOREST HILLS,90
9/25/20,N24: GWU,89
9/25/20,N11: CHEVY CHASE,76
9/25/20,N3: BARNABY WOODS,54
9/25/20,N22: GEORGETOWN,46
9/25/20,N15: DC MEDICAL CENTER,35
9/25/20,N36: NAVAL STATION & AIR FORCE,11
9/25/20,N35: NATIONAL MALL,3
9/26/20,N13: COLUMBIA HEIGHTS,883
9/26/20,N1: 16th ST HEIGHTS,764
9/26/20,N7: BRIGHTWOOD,683
9/26/20,N12: CHINATOWN,549
9/26/20,N37: NAYLOR/HILLCREST,517
9/26/20,N45: TRINIDAD,481
9/26/20,N31: LOGAN CIRCLE/SHAW,476
9/26/20,N8: BRIGHTWOOD PARK,472
9/26/20,N38: PETWORTH,471
9/26/20,N30: LINCOLN HEIGHTS,447
9/26/20,N32: MARSHALL HEIGHTS,428
9/26/20,N33: MICHIGAN PARK,418
9/26/20,N20: FORT DUPONT,385
9/26/20,N46: TWINING,372
9/26/20,N14: CONGRESS HEIGHTS/SHIPLEY,370
9/26/20,N4: BELLEVUE,361
9/26/20,N34: MOUNT PLEASANT,349
9/26/20,N43: SW/WATERFRONT,344
9/26/20,N21: FORT LINCOLN/GATEWAY,340
9/26/20,N29: LAMOND RIGGS,321
9/26/20,N26: HISTORIC ANACOSTIA,308
9/26/20,N17: EASTLAND GARDENS,306
9/26/20,N6: BRENTWOOD,304
9/26/20,N18: EDGEWOOD,301
9/26/20,N47: U ST/PLEASANT,296
9/26/20,N48: UNION STATION,285
9/26/20,N16: DOUGLASS,275
9/26/20,N2: ADAMS MORGAN,269
9/26/20,N41: SOUTH COLUMBIA HEIGHTS,268
9/26/20,N39: SAINT ELIZABETHS,252
9/26/20,N40: SHEPHERD PARK,227
9/26/20,N5: BLOOMINGDALE,222
9/26/20,N42: STADIUM ARMORY,220
9/26/20,N23: GEORGETOWN EAST,208
9/26/20,N44: TENLEYTOWN,206
9/26/20,N28: KINGMAN PARK,204
9/26/20,N27: KENT/PALISADES,188
9/26/20,N25: HILL EAST,156
9/26/20,N51: WOODRIDGE,151
9/26/20,N49: WASHINGTON HIGHLANDS,148
9/26/20,N10: CATHEDRAL HEIGHTS,139
9/26/20,N9: CAPITOL HILL,108
9/26/20,N50: WOODLEY PARK,91
9/26/20,N19: FOREST HILLS,90
9/26/20,N24: GWU,89
9/26/20,N11: CHEVY CHASE,76
9/26/20,N3: BARNABY WOODS,54
9/26/20,N22: GEORGETOWN,46
9/26/20,N15: DC MEDICAL CENTER,35
9/26/20,N36: NAVAL STATION & AIR FORCE,11
9/26/20,N35: NATIONAL MALL,3
9/27/20,N13: COLUMBIA HEIGHTS,884
9/27/20,N1: 16th ST HEIGHTS,763
9/27/20,N7: BRIGHTWOOD,683
9/27/20,N12: CHINATOWN,549
9/27/20,N37: NAYLOR/HILLCREST,517
9/27/20,N45: TRINIDAD,481
9/27/20,N31: LOGAN CIRCLE/SHAW,475
9/27/20,N8: BRIGHTWOOD PARK,472
9/27/20,N38: PETWORTH,472
9/27/20,N30: LINCOLN HEIGHTS,447
9/27/20,N32: MARSHALL HEIGHTS,428
9/27/20,N33: MICHIGAN PARK,419
9/27/20,N20: FORT DUPONT,387
9/27/20,N46: TWINING,372
9/27/20,N14: CONGRESS HEIGHTS/SHIPLEY,370
9/27/20,N4: BELLEVUE,361
9/27/20,N34: MOUNT PLEASANT,349
9/27/20,N43: SW/WATERFRONT,346
9/27/20,N21: FORT LINCOLN/GATEWAY,340
9/27/20,N29: LAMOND RIGGS,322
9/27/20,N26: HISTORIC ANACOSTIA,308
9/27/20,N17: EASTLAND GARDENS,308
9/27/20,N6: BRENTWOOD,304
9/27/20,N18: EDGEWOOD,301
9/27/20,N47: U ST/PLEASANT,296
9/27/20,N48: UNION STATION,285
9/27/20,N16: DOUGLASS,276
9/27/20,N2: ADAMS MORGAN,269
9/27/20,N41: SOUTH COLUMBIA HEIGHTS,268
9/27/20,N39: SAINT ELIZABETHS,252
9/27/20,N40: SHEPHERD PARK,227
9/27/20,N5: BLOOMINGDALE,222
9/27/20,N42: STADIUM ARMORY,220
9/27/20,N23: GEORGETOWN EAST,208
9/27/20,N44: TENLEYTOWN,206
9/27/20,N28: KINGMAN PARK,206
9/27/20,N27: KENT/PALISADES,188
9/27/20,N25: HILL EAST,155
9/27/20,N51: WOODRIDGE,151
9/27/20,N49: WASHINGTON HIGHLANDS,148
9/27/20,N10: CATHEDRAL HEIGHTS,140
9/27/20,N9: CAPITOL HILL,108
9/27/20,N50: WOODLEY PARK,91
9/27/20,N24: GWU,90
9/27/20,N19: FOREST HILLS,90
9/27/20,N11: CHEVY CHASE,76
9/27/20,N3: BARNABY WOODS,54
9/27/20,N22: GEORGETOWN,47
9/27/20,N15: DC MEDICAL CENTER,35
9/27/20,N36: NAVAL STATION & AIR FORCE,11
9/27/20,N35: NATIONAL MALL,3
9/28/20,N13: COLUMBIA HEIGHTS,885
9/28/20,N1: 16th ST HEIGHTS,763
9/28/20,N7: BRIGHTWOOD,684
9/28/20,N12: CHINATOWN,550
9/28/20,N37: NAYLOR/HILLCREST,518
9/28/20,N45: TRINIDAD,481
9/28/20,N31: LOGAN CIRCLE/SHAW,474
9/28/20,N8: BRIGHTWOOD PARK,473
9/28/20,N38: PETWORTH,472
9/28/20,N30: LINCOLN HEIGHTS,448
9/28/20,N32: MARSHALL HEIGHTS,429
9/28/20,N33: MICHIGAN PARK,422
9/28/20,N20: FORT DUPONT,388
9/28/20,N46: TWINING,371
