Date,Neighborhood,Total Positives
9/3/20,N9: CAPITOL HILL,105
9/3/20,N50: WOODLEY PARK,85
9/3/20,N19: FOREST HILLS,85
9/3/20,N24: GWU,73
9/3/20,N11: CHEVY CHASE,71
9/3/20,N3: BARNABY WOODS,53
9/3/20,N22: GEORGETOWN,34
9/3/20,N15: DC MEDICAL CENTER,29
9/3/20,N36: NAVAL STATION & AIR FORCE,10
9/3/20,N35: NATIONAL MALL,3
9/4/20,N13: COLUMBIA HEIGHTS,835
9/4/20,N1: 16th ST HEIGHTS,731
9/4/20,N7: BRIGHTWOOD,660
9/4/20,N12: CHINATOWN,511
9/4/20,N37: NAYLOR/HILLCREST,490
9/4/20,N45: TRINIDAD,459
9/4/20,N38: PETWORTH,450
9/4/20,N31: LOGAN CIRCLE/SHAW,443
9/4/20,N8: BRIGHTWOOD PARK,435
9/4/20,N30: LINCOLN HEIGHTS,433
9/4/20,N32: MARSHALL HEIGHTS,410
9/4/20,N33: MICHIGAN PARK,391
9/4/20,N14: CONGRESS HEIGHTS/SHIPLEY,360
9/4/20,N20: FORT DUPONT,354
9/4/20,N46: TWINING,347
9/4/20,N4: BELLEVUE,336
9/4/20,N34: MOUNT PLEASANT,336
9/4/20,N21: FORT LINCOLN/GATEWAY,319
9/4/20,N43: SW/WATERFRONT,311
9/4/20,N26: HISTORIC ANACOSTIA,298
9/4/20,N29: LAMOND RIGGS,291
9/4/20,N17: EASTLAND GARDENS,285
9/4/20,N47: U ST/PLEASANT,271
9/4/20,N18: EDGEWOOD,265
9/4/20,N48: UNION STATION,256
9/4/20,N6: BRENTWOOD,256
9/4/20,N16: DOUGLASS,252
9/4/20,N41: SOUTH COLUMBIA HEIGHTS,248
9/4/20,N39: SAINT ELIZABETHS,247
9/4/20,N2: ADAMS MORGAN,245
9/4/20,N42: STADIUM ARMORY,220
9/4/20,N40: SHEPHERD PARK,217
9/4/20,N5: BLOOMINGDALE,202
9/4/20,N28: KINGMAN PARK,192
9/4/20,N23: GEORGETOWN EAST,192
9/4/20,N44: TENLEYTOWN,184
9/4/20,N27: KENT/PALISADES,158
9/4/20,N25: HILL EAST,145
9/4/20,N49: WASHINGTON HIGHLANDS,140
9/4/20,N51: WOODRIDGE,136
9/4/20,N10: CATHEDRAL HEIGHTS,119
9/4/20,N9: CAPITOL HILL,105
9/4/20,N50: WOODLEY PARK,85
9/4/20,N19: FOREST HILLS,85
9/4/20,N24: GWU,73
9/4/20,N11: CHEVY CHASE,71
9/4/20,N3: BARNABY WOODS,53
9/4/20,N22: GEORGETOWN,34
9/4/20,N15: DC MEDICAL CENTER,29
9/4/20,N36: NAVAL STATION & AIR FORCE,10
9/4/20,N35: NATIONAL MALL,3
9/5/20,N13: COLUMBIA HEIGHTS,836
9/5/20,N1: 16th ST HEIGHTS,735
9/5/20,N7: BRIGHTWOOD,662
9/5/20,N12: CHINATOWN,511
9/5/20,N37: NAYLOR/HILLCREST,491
9/5/20,N45: TRINIDAD,462
9/5/20,N38: PETWORTH,452
9/5/20,N31: LOGAN CIRCLE/SHAW,444
9/5/20,N8: BRIGHTWOOD PARK,437
9/5/20,N30: LINCOLN HEIGHTS,433
9/5/20,N32: MARSHALL HEIGHTS,413
9/5/20,N33: MICHIGAN PARK,392
9/5/20,N14: CONGRESS HEIGHTS/SHIPLEY,360
9/5/20,N20: FORT DUPONT,356
9/5/20,N46: TWINING,348
9/5/20,N4: BELLEVUE,337
9/5/20,N34: MOUNT PLEASANT,336
9/5/20,N21: FORT LINCOLN/GATEWAY,321
9/5/20,N43: SW/WATERFRONT,313
9/5/20,N26: HISTORIC ANACOSTIA,298
9/5/20,N29: LAMOND RIGGS,291
9/5/20,N17: EASTLAND GARDENS,287
9/5/20,N47: U ST/PLEASANT,272
9/5/20,N18: EDGEWOOD,265
9/5/20,N6: BRENTWOOD,258
9/5/20,N48: UNION STATION,257
9/5/20,N16: DOUGLASS,253
9/5/20,N2: ADAMS MORGAN,250
9/5/20,N41: SOUTH COLUMBIA HEIGHTS,247
9/5/20,N39: SAINT ELIZABETHS,245
9/5/20,N42: STADIUM ARMORY,220
9/5/20,N40: SHEPHERD PARK,217
9/5/20,N5: BLOOMINGDALE,202
9/5/20,N28: KINGMAN PARK,192
9/5/20,N23: GEORGETOWN EAST,192
9/5/20,N44: TENLEYTOWN,186
9/5/20,N27: KENT/PALISADES,158
9/5/20,N25: HILL EAST,144
9/5/20,N49: WASHINGTON HIGHLANDS,141
9/5/20,N51: WOODRIDGE,136
9/5/20,N10: CATHEDRAL HEIGHTS,121
9/5/20,N9: CAPITOL HILL,105
9/5/20,N50: WOODLEY PARK,85
9/5/20,N19: FOREST HILLS,84
9/5/20,N24: GWU,73
9/5/20,N11: CHEVY CHASE,71
9/5/20,N3: BARNABY WOODS,53
9/5/20,N22: GEORGETOWN,34
9/5/20,N15: DC MEDICAL CENTER,29
9/5/20,N36: NAVAL STATION & AIR FORCE,10
9/5/20,N35: NATIONAL MALL,3
9/6/20,N13: COLUMBIA HEIGHTS,838
9/6/20,N1: 16th ST HEIGHTS,737
9/6/20,N7: BRIGHTWOOD,662
9/6/20,N12: CHINATOWN,513
9/6/20,N37: NAYLOR/HILLCREST,494
9/6/20,N45: TRINIDAD,464
9/6/20,N38: PETWORTH,453
9/6/20,N31: LOGAN CIRCLE/SHAW,447
9/6/20,N8: BRIGHTWOOD PARK,437
9/6/20,N30: LINCOLN HEIGHTS,434
9/6/20,N32: MARSHALL HEIGHTS,413
9/6/20,N33: MICHIGAN PARK,392
9/6/20,N14: CONGRESS HEIGHTS/SHIPLEY,361
9/6/20,N20: FORT DUPONT,356
9/6/20,N46: TWINING,349
9/6/20,N4: BELLEVUE,338
9/6/20,N34: MOUNT PLEASANT,336
9/6/20,N21: FORT LINCOLN/GATEWAY,320
9/6/20,N43: SW/WATERFRONT,315
9/6/20,N26: HISTORIC ANACOSTIA,299
9/6/20,N29: LAMOND RIGGS,291
9/6/20,N17: EASTLAND GARDENS,288
9/6/20,N47: U ST/PLEASANT,273
9/6/20,N18: EDGEWOOD,266
9/6/20,N6: BRENTWOOD,260
9/6/20,N48: UNION STATION,258
9/6/20,N16: DOUGLASS,257
9/6/20,N2: ADAMS MORGAN,250
9/6/20,N41: SOUTH COLUMBIA HEIGHTS,247
9/6/20,N39: SAINT ELIZABETHS,245
9/6/20,N42: STADIUM ARMORY,220
9/6/20,N40: SHEPHERD PARK,217
9/6/20,N5: BLOOMINGDALE,204
9/6/20,N28: KINGMAN PARK,192
9/6/20,N23: GEORGETOWN EAST,192
9/6/20,N44: TENLEYTOWN,186
9/6/20,N27: KENT/PALISADES,158
9/6/20,N25: HILL EAST,147
9/6/20,N49: WASHINGTON HIGHLANDS,141
9/6/20,N51: WOODRIDGE,136
9/6/20,N10: CATHEDRAL HEIGHTS,120
9/6/20,N9: CAPITOL HILL,105
9/6/20,N50: WOODLEY PARK,85
9/6/20,N19: FOREST HILLS,84
9/6/20,N24: GWU,73
9/6/20,N11: CHEVY CHASE,71
9/6/20,N3: BARNABY WOODS,53
9/6/20,N22: GEORGETOWN,34
9/6/20,N15: DC MEDICAL CENTER,31
9/6/20,N36: NAVAL STATION & AIR FORCE,10
9/6/20,N35: NATIONAL MALL,3
9/7/20,N13: COLUMBIA HEIGHTS,841
9/7/20,N1: 16th ST HEIGHTS,736
9/7/20,N7: BRIGHTWOOD,665
9/7/20,N12: CHINATOWN,524
9/7/20,N37: NAYLOR/HILLCREST,497
9/7/20,N45: TRINIDAD,465
9/7/20,N38: PETWORTH,453
9/7/20,N31: LOGAN CIRCLE/SHAW,449
9/7/20,N8: BRIGHTWOOD PARK,437
9/7/20,N30: LINCOLN HEIGHTS,434
9/7/20,N32: MARSHALL HEIGHTS,414
9/7/20,N33: MICHIGAN PARK,392
9/7/20,N14: CONGRESS HEIGHTS/SHIPLEY,361
9/7/20,N20: FORT DUPONT,358
9/7/20,N46: TWINING,349
9/7/20,N4: BELLEVUE,339
9/7/20,N34: MOUNT PLEASANT,336
9/7/20,N21: FORT LINCOLN/GATEWAY,319
9/7/20,N43: SW/WATERFRONT,314
9/7/20,N26: HISTORIC ANACOSTIA,299
9/7/20,N29: LAMOND RIGGS,292
9/7/20,N17: EASTLAND GARDENS,290
9/7/20,N47: U ST/PLEASANT,276
9/7/20,N18: EDGEWOOD,267
9/7/20,N6: BRENTWOOD,264
9/7/20,N48: UNION STATION,260
9/7/20,N16: DOUGLASS,259
9/7/20,N2: ADAMS MORGAN,252
9/7/20,N41: SOUTH COLUMBIA HEIGHTS,247
9/7/20,N39: SAINT ELIZABETHS,246
9/7/20,N42: STADIUM ARMORY,220
9/7/20,N40: SHEPHERD PARK,217
9/7/20,N5: BLOOMINGDALE,204
9/7/20,N28: KINGMAN PARK,193
9/7/20,N23: GEORGETOWN EAST,193
9/7/20,N44: TENLEYTOWN,186
9/7/20,N27: KENT/PALISADES,158
9/7/20,N25: HILL EAST,148
9/7/20,N49: WASHINGTON HIGHLANDS,142
9/7/20,N51: WOODRIDGE,136
9/7/20,N10: CATHEDRAL HEIGHTS,120
9/7/20,N9: CAPITOL HILL,105
9/7/20,N50: WOODLEY PARK,85
9/7/20,N19: FOREST HILLS,84
9/7/20,N24: GWU,73
9/7/20,N11: CHEVY CHASE,71
9/7/20,N3: BARNABY WOODS,53
9/7/20,N22: GEORGETOWN,35
9/7/20,N15: DC MEDICAL CENTER,31
9/7/20,N36: NAVAL STATION & AIR FORCE,10
9/7/20,N35: NATIONAL MALL,3
9/8/20,N13: COLUMBIA HEIGHTS,844
9/8/20,N1: 16th ST HEIGHTS,737
9/8/20,N7: BRIGHTWOOD,664
9/8/20,N12: CHINATOWN,524
9/8/20,N37: NAYLOR/HILLCREST,498
9/8/20,N45: TRINIDAD,464
9/8/20,N38: PETWORTH,453
9/8/20,N31: LOGAN CIRCLE/SHAW,449
9/8/20,N8: BRIGHTWOOD PARK,437
9/8/20,N30: LINCOLN HEIGHTS,435
9/8/20,N32: MARSHALL HEIGHTS,416
9/8/20,N33: MICHIGAN PARK,392
9/8/20,N14: CONGRESS HEIGHTS/SHIPLEY,361
9/8/20,N20: FORT DUPONT,358
9/8/20,N46: TWINING,350
9/8/20,N4: BELLEVUE,340
9/8/20,N34: MOUNT PLEASANT,336
9/8/20,N21: FORT LINCOLN/GATEWAY,322
9/8/20,N43: SW/WATERFRONT,315
9/8/20,N26: HISTORIC ANACOSTIA,299
9/8/20,N29: LAMOND RIGGS,292
9/8/20,N17: EASTLAND GARDENS,290
9/8/20,N47: U ST/PLEASANT,277
9/8/20,N18: EDGEWOOD,268
9/8/20,N6: BRENTWOOD,265
9/8/20,N48: UNION STATION,261
9/8/20,N16: DOUGLASS,260
9/8/20,N2: ADAMS MORGAN,253
9/8/20,N41: SOUTH COLUMBIA HEIGHTS,247
9/8/20,N39: SAINT ELIZABETHS,246
9/8/20,N42: STADIUM ARMORY,220
9/8/20,N40: SHEPHERD PARK,217
9/8/20,N5: BLOOMINGDALE,204
9/8/20,N28: KINGMAN PARK,194
9/8/20,N23: GEORGETOWN EAST,194
9/8/20,N44: TENLEYTOWN,188
9/8/20,N27: KENT/PALISADES,158
9/8/20,N25: HILL EAST,148
9/8/20,N49: WASHINGTON HIGHLANDS,142
9/8/20,N51: WOODRIDGE,136
9/8/20,N10: CATHEDRAL HEIGHTS,120
9/8/20,N9: CAPITOL HILL,105
9/8/20,N50: WOODLEY PARK,85
9/8/20,N19: FOREST HILLS,84
9/8/20,N24: GWU,73
9/8/20,N11: CHEVY CHASE,72
9/8/20,N3: BARNABY WOODS,53
9/8/20,N22: GEORGETOWN,35
9/8/20,N15: DC MEDICAL CENTER,31
9/8/20,N36: NAVAL STATION & AIR FORCE,10
9/8/20,N35: NATIONAL MALL,3
9/9/20,N13: COLUMBIA HEIGHTS,845
9/9/20,N1: 16th ST HEIGHTS,738
9/9/20,N7: BRIGHTWOOD,664
9/9/20,N12: CHINATOWN,524
9/9/20,N37: NAYLOR/HILLCREST,499
9/9/20,N45: TRINIDAD,465
9/9/20,N38: PETWORTH,453
9/9/20,N31: LOGAN CIRCLE/SHAW,451
9/9/20,N8: BRIGHTWOOD PARK,437
9/9/20,N30: LINCOLN HEIGHTS,435
9/9/20,N32: MARSHALL HEIGHTS,416
9/9/20,N33: MICHIGAN PARK,394
9/9/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/9/20,N20: FORT DUPONT,359
9/9/20,N46: TWINING,350
9/9/20,N4: BELLEVUE,340
9/9/20,N34: MOUNT PLEASANT,337
9/9/20,N21: FORT LINCOLN/GATEWAY,323
9/9/20,N43: SW/WATERFRONT,315
9/9/20,N26: HISTORIC ANACOSTIA,298
9/9/20,N29: LAMOND RIGGS,292
9/9/20,N17: EASTLAND GARDENS,291
9/9/20,N47: U ST/PLEASANT,277
9/9/20,N18: EDGEWOOD,269
9/9/20,N6: BRENTWOOD,265
9/9/20,N16: DOUGLASS,262
9/9/20,N48: UNION STATION,261
9/9/20,N2: ADAMS MORGAN,255
9/9/20,N41: SOUTH COLUMBIA HEIGHTS,247
9/9/20,N39: SAINT ELIZABETHS,246
9/9/20,N42: STADIUM ARMORY,220
9/9/20,N40: SHEPHERD PARK,217
9/9/20,N5: BLOOMINGDALE,205
9/9/20,N28: KINGMAN PARK,194
9/9/20,N23: GEORGETOWN EAST,194
9/9/20,N44: TENLEYTOWN,188
9/9/20,N27: KENT/PALISADES,161
9/9/20,N25: HILL EAST,148
9/9/20,N49: WASHINGTON HIGHLANDS,142
9/9/20,N51: WOODRIDGE,136
9/9/20,N10: CATHEDRAL HEIGHTS,120
9/9/20,N9: CAPITOL HILL,106
9/9/20,N50: WOODLEY PARK,86
9/9/20,N19: FOREST HILLS,85
9/9/20,N24: GWU,73
9/9/20,N11: CHEVY CHASE,72
9/9/20,N3: BARNABY WOODS,53
9/9/20,N22: GEORGETOWN,35
9/9/20,N15: DC MEDICAL CENTER,31
9/9/20,N36: NAVAL STATION & AIR FORCE,10
9/9/20,N35: NATIONAL MALL,3
9/10/20,N13: COLUMBIA HEIGHTS,848
9/10/20,N1: 16th ST HEIGHTS,743
9/10/20,N7: BRIGHTWOOD,666
9/10/20,N12: CHINATOWN,525
9/10/20,N37: NAYLOR/HILLCREST,501
9/10/20,N45: TRINIDAD,465
9/10/20,N38: PETWORTH,454
9/10/20,N31: LOGAN CIRCLE/SHAW,452
9/10/20,N8: BRIGHTWOOD PARK,441
9/10/20,N30: LINCOLN HEIGHTS,437
9/10/20,N32: MARSHALL HEIGHTS,417
9/10/20,N33: MICHIGAN PARK,396
9/10/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/10/20,N20: FORT DUPONT,361
9/10/20,N46: TWINING,353
9/10/20,N4: BELLEVUE,347
9/10/20,N34: MOUNT PLEASANT,339
9/10/20,N21: FORT LINCOLN/GATEWAY,324
9/10/20,N43: SW/WATERFRONT,319
9/10/20,N26: HISTORIC ANACOSTIA,298
9/10/20,N29: LAMOND RIGGS,297
9/10/20,N17: EASTLAND GARDENS,292
9/10/20,N47: U ST/PLEASANT,279
9/10/20,N18: EDGEWOOD,274
9/10/20,N6: BRENTWOOD,270
9/10/20,N16: DOUGLASS,263
9/10/20,N48: UNION STATION,261
9/10/20,N2: ADAMS MORGAN,257
9/10/20,N41: SOUTH COLUMBIA HEIGHTS,249
9/10/20,N39: SAINT ELIZABETHS,247
9/10/20,N42: STADIUM ARMORY,220
9/10/20,N40: SHEPHERD PARK,217
9/10/20,N5: BLOOMINGDALE,206
9/10/20,N28: KINGMAN PARK,198
9/10/20,N23: GEORGETOWN EAST,197
9/10/20,N44: TENLEYTOWN,189
9/10/20,N27: KENT/PALISADES,164
9/10/20,N25: HILL EAST,148
9/10/20,N49: WASHINGTON HIGHLANDS,144
9/10/20,N51: WOODRIDGE,137
9/10/20,N10: CATHEDRAL HEIGHTS,121
9/10/20,N9: CAPITOL HILL,105
9/10/20,N50: WOODLEY PARK,86
9/10/20,N19: FOREST HILLS,85
9/10/20,N24: GWU,72
9/10/20,N11: CHEVY CHASE,71
9/10/20,N3: BARNABY WOODS,53
9/10/20,N22: GEORGETOWN,36
9/10/20,N15: DC MEDICAL CENTER,31
9/10/20,N36: NAVAL STATION & AIR FORCE,10
9/10/20,N35: NATIONAL MALL,3
9/11/20,N13: COLUMBIA HEIGHTS,854
9/11/20,N1: 16th ST HEIGHTS,748
9/11/20,N7: BRIGHTWOOD,667
9/11/20,N12: CHINATOWN,526
9/11/20,N37: NAYLOR/HILLCREST,501
9/11/20,N45: TRINIDAD,465
9/11/20,N38: PETWORTH,454
9/11/20,N31: LOGAN CIRCLE/SHAW,453
9/11/20,N8: BRIGHTWOOD PARK,445
9/11/20,N30: LINCOLN HEIGHTS,438
9/11/20,N32: MARSHALL HEIGHTS,417
9/11/20,N33: MICHIGAN PARK,397
9/11/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/11/20,N20: FORT DUPONT,356
9/11/20,N46: TWINING,354
9/11/20,N4: BELLEVUE,352
9/11/20,N34: MOUNT PLEASANT,340
9/11/20,N21: FORT LINCOLN/GATEWAY,326
9/11/20,N43: SW/WATERFRONT,321
9/11/20,N26: HISTORIC ANACOSTIA,301
9/11/20,N29: LAMOND RIGGS,297
9/11/20,N17: EASTLAND GARDENS,293
9/11/20,N47: U ST/PLEASANT,282
9/11/20,N18: EDGEWOOD,276
9/11/20,N6: BRENTWOOD,273
9/11/20,N16: DOUGLASS,264
9/11/20,N48: UNION STATION,262
9/11/20,N2: ADAMS MORGAN,256
9/11/20,N41: SOUTH COLUMBIA HEIGHTS,251
9/11/20,N39: SAINT ELIZABETHS,247
9/11/20,N42: STADIUM ARMORY,220
9/11/20,N40: SHEPHERD PARK,218
9/11/20,N5: BLOOMINGDALE,206
9/11/20,N28: KINGMAN PARK,199
9/11/20,N23: GEORGETOWN EAST,198
9/11/20,N44: TENLEYTOWN,191
9/11/20,N27: KENT/PALISADES,168
9/11/20,N25: HILL EAST,148
9/11/20,N49: WASHINGTON HIGHLANDS,144
9/11/20,N51: WOODRIDGE,137
9/11/20,N10: CATHEDRAL HEIGHTS,121
9/11/20,N9: CAPITOL HILL,105
9/11/20,N50: WOODLEY PARK,86
9/11/20,N19: FOREST HILLS,85
9/11/20,N24: GWU,75
9/11/20,N11: CHEVY CHASE,72
9/11/20,N3: BARNABY WOODS,53
9/11/20,N22: GEORGETOWN,39
9/11/20,N15: DC MEDICAL CENTER,31
9/11/20,N36: NAVAL STATION & AIR FORCE,10
9/11/20,N35: NATIONAL MALL,3
9/12/20,N13: COLUMBIA HEIGHTS,854
9/12/20,N1: 16th ST HEIGHTS,748
9/12/20,N7: BRIGHTWOOD,667
9/12/20,N12: CHINATOWN,528
9/12/20,N37: NAYLOR/HILLCREST,503
9/12/20,N45: TRINIDAD,466
9/12/20,N38: PETWORTH,456
9/12/20,N31: LOGAN CIRCLE/SHAW,454
9/12/20,N8: BRIGHTWOOD PARK,446
9/12/20,N30: LINCOLN HEIGHTS,441
9/12/20,N32: MARSHALL HEIGHTS,418
9/12/20,N33: MICHIGAN PARK,399
9/12/20,N20: FORT DUPONT,363
9/12/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/12/20,N46: TWINING,355
9/12/20,N4: BELLEVUE,348
9/12/20,N34: MOUNT PLEASANT,340
9/12/20,N21: FORT LINCOLN/GATEWAY,327
9/12/20,N43: SW/WATERFRONT,324
9/12/20,N29: LAMOND RIGGS,301
9/12/20,N26: HISTORIC ANACOSTIA,301
9/12/20,N17: EASTLAND GARDENS,293
9/12/20,N47: U ST/PLEASANT,282
9/12/20,N18: EDGEWOOD,279
9/12/20,N6: BRENTWOOD,275
9/12/20,N16: DOUGLASS,265
9/12/20,N48: UNION STATION,262
9/12/20,N2: ADAMS MORGAN,256
9/12/20,N41: SOUTH COLUMBIA HEIGHTS,252
9/12/20,N39: SAINT ELIZABETHS,247
9/12/20,N42: STADIUM ARMORY,220
9/12/20,N40: SHEPHERD PARK,218
9/12/20,N5: BLOOMINGDALE,206
9/12/20,N28: KINGMAN PARK,199
9/12/20,N23: GEORGETOWN EAST,199
9/12/20,N44: TENLEYTOWN,192
9/12/20,N27: KENT/PALISADES,169
9/12/20,N25: HILL EAST,149
9/12/20,N49: WASHINGTON HIGHLANDS,145
9/12/20,N51: WOODRIDGE,137
9/12/20,N10: CATHEDRAL HEIGHTS,121
9/12/20,N9: CAPITOL HILL,105
9/12/20,N50: WOODLEY PARK,86
9/12/20,N19: FOREST HILLS,85
9/12/20,N24: GWU,75
9/12/20,N11: CHEVY CHASE,73
9/12/20,N3: BARNABY WOODS,53
9/12/20,N22: GEORGETOWN,40
9/12/20,N15: DC MEDICAL CENTER,31
9/12/20,N36: NAVAL STATION & AIR FORCE,10
9/12/20,N35: NATIONAL MALL,3
9/13/20,N13: COLUMBIA HEIGHTS,854
9/13/20,N1: 16th ST HEIGHTS,752
9/13/20,N7: BRIGHTWOOD,668
9/13/20,N12: CHINATOWN,527
9/13/20,N37: NAYLOR/HILLCREST,503
9/13/20,N45: TRINIDAD,467
9/13/20,N38: PETWORTH,456
9/13/20,N31: LOGAN CIRCLE/SHAW,455
9/13/20,N8: BRIGHTWOOD PARK,448
9/13/20,N30: LINCOLN HEIGHTS,441
9/13/20,N32: MARSHALL HEIGHTS,418
9/13/20,N33: MICHIGAN PARK,399
9/13/20,N20: FORT DUPONT,365
9/13/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/13/20,N46: TWINING,355
9/13/20,N4: BELLEVUE,349
9/13/20,N34: MOUNT PLEASANT,341
9/13/20,N21: FORT LINCOLN/GATEWAY,328
9/13/20,N43: SW/WATERFRONT,325
9/13/20,N29: LAMOND RIGGS,302
9/13/20,N26: HISTORIC ANACOSTIA,301
9/13/20,N17: EASTLAND GARDENS,293
9/13/20,N18: EDGEWOOD,284
9/13/20,N47: U ST/PLEASANT,282
9/13/20,N6: BRENTWOOD,276
9/13/20,N16: DOUGLASS,265
9/13/20,N48: UNION STATION,263
9/13/20,N2: ADAMS MORGAN,258
9/13/20,N41: SOUTH COLUMBIA HEIGHTS,252
9/13/20,N39: SAINT ELIZABETHS,247
9/13/20,N42: STADIUM ARMORY,220
9/13/20,N40: SHEPHERD PARK,218
9/13/20,N5: BLOOMINGDALE,206
9/13/20,N28: KINGMAN PARK,200
9/13/20,N23: GEORGETOWN EAST,199
9/13/20,N44: TENLEYTOWN,192
9/13/20,N27: KENT/PALISADES,173
9/13/20,N25: HILL EAST,149
9/13/20,N49: WASHINGTON HIGHLANDS,145
9/13/20,N51: WOODRIDGE,138
9/13/20,N10: CATHEDRAL HEIGHTS,121
9/13/20,N9: CAPITOL HILL,105
9/13/20,N50: WOODLEY PARK,86
9/13/20,N19: FOREST HILLS,85
9/13/20,N24: GWU,76
9/13/20,N11: CHEVY CHASE,73
9/13/20,N3: BARNABY WOODS,53
9/13/20,N22: GEORGETOWN,40
9/13/20,N15: DC MEDICAL CENTER,31
9/13/20,N36: NAVAL STATION & AIR FORCE,10
9/13/20,N35: NATIONAL MALL,3
9/14/20,N13: COLUMBIA HEIGHTS,856
9/14/20,N1: 16th ST HEIGHTS,755
9/14/20,N7: BRIGHTWOOD,668
9/14/20,N12: CHINATOWN,531
9/14/20,N37: NAYLOR/HILLCREST,505
9/14/20,N45: TRINIDAD,468
9/14/20,N38: PETWORTH,459
9/14/20,N31: LOGAN CIRCLE/SHAW,456
9/14/20,N8: BRIGHTWOOD PARK,448
9/14/20,N30: LINCOLN HEIGHTS,442
9/14/20,N32: MARSHALL HEIGHTS,421
9/14/20,N33: MICHIGAN PARK,399
9/14/20,N20: FORT DUPONT,368
9/14/20,N14: CONGRESS HEIGHTS/SHIPLEY,362
9/14/20,N46: TWINING,359
9/14/20,N4: BELLEVUE,349
9/14/20,N34: MOUNT PLEASANT,342
9/14/20,N21: FORT LINCOLN/GATEWAY,330
9/14/20,N43: SW/WATERFRONT,327
9/14/20,N29: LAMOND RIGGS,305
9/14/20,N26: HISTORIC ANACOSTIA,301
9/14/20,N17: EASTLAND GARDENS,293
9/14/20,N18: EDGEWOOD,284
9/14/20,N47: U ST/PLEASANT,283
9/14/20,N6: BRENTWOOD,280
9/14/20,N48: UNION STATION,268
9/14/20,N16: DOUGLASS,267
9/14/20,N2: ADAMS MORGAN,258
9/14/20,N41: SOUTH COLUMBIA HEIGHTS,254
9/14/20,N39: SAINT ELIZABETHS,247
9/14/20,N42: STADIUM ARMORY,220
9/14/20,N40: SHEPHERD PARK,219
9/14/20,N5: BLOOMINGDALE,206
9/14/20,N28: KINGMAN PARK,202
9/14/20,N23: GEORGETOWN EAST,199
9/14/20,N44: TENLEYTOWN,192
9/14/20,N27: KENT/PALISADES,175
9/14/20,N25: HILL EAST,151
9/14/20,N49: WASHINGTON HIGHLANDS,145
9/14/20,N51: WOODRIDGE,139
9/14/20,N10: CATHEDRAL HEIGHTS,123
9/14/20,N9: CAPITOL HILL,106
9/14/20,N50: WOODLEY PARK,86
9/14/20,N19: FOREST HILLS,86
9/14/20,N24: GWU,76
9/14/20,N11: CHEVY CHASE,73
9/14/20,N3: BARNABY WOODS,53
9/14/20,N22: GEORGETOWN,42
9/14/20,N15: DC MEDICAL CENTER,31
9/14/20,N36: NAVAL STATION & AIR FORCE,11
9/14/20,N35: NATIONAL MALL,3
9/15/20,N13: COLUMBIA HEIGHTS,858
9/15/20,N1: 16th ST HEIGHTS,755
9/15/20,N7: BRIGHTWOOD,670
9/15/20,N12: CHINATOWN,534
9/15/20,N37: NAYLOR/HILLCREST,505
9/15/20,N45: TRINIDAD,468
9/15/20,N38: PETWORTH,460
9/15/20,N31: LOGAN CIRCLE/SHAW,459
9/15/20,N8: BRIGHTWOOD PARK,452
9/15/20,N30: LINCOLN HEIGHTS,443
9/15/20,N32: MARSHALL HEIGHTS,422
9/15/20,N33: MICHIGAN PARK,403
9/15/20,N20: FORT DUPONT,369
9/15/20,N14: CONGRESS HEIGHTS/SHIPLEY,365
9/15/20,N46: TWINING,360
9/15/20,N4: BELLEVUE,350
9/15/20,N34: MOUNT PLEASANT,342
9/15/20,N21: FORT LINCOLN/GATEWAY,332
9/15/20,N43: SW/WATERFRONT,328
9/15/20,N29: LAMOND RIGGS,305
9/15/20,N26: HISTORIC ANACOSTIA,302
9/15/20,N17: EASTLAND GARDENS,293
9/15/20,N18: EDGEWOOD,285
9/15/20,N47: U ST/PLEASANT,283
9/15/20,N6: BRENTWOOD,281
9/15/20,N48: UNION STATION,268
9/15/20,N16: DOUGLASS,268
9/15/20,N2: ADAMS MORGAN,259
9/15/20,N41: SOUTH COLUMBIA HEIGHTS,254
9/15/20,N39: SAINT ELIZABETHS,247
9/15/20,N40: SHEPHERD PARK,221
9/15/20,N42: STADIUM ARMORY,220
9/15/20,N5: BLOOMINGDALE,206
9/15/20,N28: KINGMAN PARK,202
9/15/20,N23: GEORGETOWN EAST,202
9/15/20,N44: TENLEYTOWN,193
9/15/20,N27: KENT/PALISADES,177
9/15/20,N25: HILL EAST,151
9/15/20,N49: WASHINGTON HIGHLANDS,146
9/15/20,N51: WOODRIDGE,141
9/15/20,N10: CATHEDRAL HEIGHTS,125
9/15/20,N9: CAPITOL HILL,107
9/15/20,N50: WOODLEY PARK,87
9/15/20,N19: FOREST HILLS,86
9/15/20,N24: GWU,80
9/15/20,N11: CHEVY CHASE,73
9/15/20,N3: BARNABY WOODS,53
9/15/20,N22: GEORGETOWN,43
9/15/20,N15: DC MEDICAL CENTER,31
9/15/20,N36: NAVAL STATION & AIR FORCE,11
9/15/20,N35: NATIONAL MALL,3
9/16/20,N13: COLUMBIA HEIGHTS,862
9/16/20,N1: 16th ST HEIGHTS,754
