Date,Neighborhood,Confirmed,ZIP_CODE
2020-10-20,N33: MICHIGAN PARK,500,20017.0
2020-10-20,N30: LINCOLN HEIGHTS,474,20019.0
2020-10-20,N32: MARSHALL HEIGHTS,467,20019.0
2020-10-20,N20: FORT DUPONT,412,20019.0
2020-10-20,N46: TWINING,397,20020.0
2020-10-20,N14: CONGRESS HEIGHTS/SHIPLEY,397,20032.0
2020-10-20,N4: BELLEVUE,381,20043.0
2020-10-20,N43: SW/WATERFRONT,381,20024.0
2020-10-20,N34: MOUNT PLEASANT,374,20010.0
2020-10-20,N21: FORT LINCOLN/GATEWAY,363,20018.0
2020-10-20,N29: LAMOND RIGGS,344,20011.0
2020-10-20,N18: EDGEWOOD,343,20002.0
2020-10-20,N26: HISTORIC ANACOSTIA,330,20373.0
2020-10-20,N6: BRENTWOOD,326,20018.0
2020-10-20,N47: U ST/PLEASANT,326,20001.0
2020-10-20,N17: EASTLAND GARDENS,325,20019.0
2020-10-20,N48: UNION STATION,313,20002.0
2020-10-20,N2: ADAMS MORGAN,305,20009.0
2020-10-20,N41: SOUTH COLUMBIA HEIGHTS,290,20009.0
2020-10-20,N16: DOUGLASS,290,20020.0
2020-10-20,N39: SAINT ELIZABETHS,257,20032.0
2020-10-20,N5: BLOOMINGDALE,245,20001.0
2020-10-20,N40: SHEPHERD PARK,239,20012.0
2020-10-20,N28: KINGMAN PARK,224,20002.0
2020-10-20,N44: TENLEYTOWN,221,20016.0
2020-10-20,N42: STADIUM ARMORY,220,20009.0
2020-10-20,N23: GEORGETOWN EAST,220,20007.0
2020-10-20,N27: KENT/PALISADES,199,20016.0
2020-10-20,N51: WOODRIDGE,171,20018.0
2020-10-20,N25: HILL EAST,171,20003.0
2020-10-20,N10: CATHEDRAL HEIGHTS,155,20016.0
2020-10-20,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-20,N9: CAPITOL HILL,120,20002.0
2020-10-20,N24: GWU,112,20052.0
2020-10-20,N50: WOODLEY PARK,106,20008.0
2020-10-20,N19: FOREST HILLS,101,20008.0
2020-10-20,N11: CHEVY CHASE,81,20015.0
2020-10-20,N3: BARNABY WOODS,60,20015.0
2020-10-20,N15: DC MEDICAL CENTER,51,20422.0
2020-10-20,N22: GEORGETOWN,50,20007.0
2020-10-20,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-20,N35: NATIONAL MALL,8,20004.0
2020-10-21,N13: COLUMBIA HEIGHTS,943,20010.0
2020-10-21,N1: 16th ST HEIGHTS,812,20011.0
2020-10-21,N7: BRIGHTWOOD,739,20011.0
2020-10-21,N12: CHINATOWN,591,20001.0
2020-10-21,N37: NAYLOR/HILLCREST,544,20020.0
2020-10-21,N45: TRINIDAD,513,20002.0
2020-10-21,N31: LOGAN CIRCLE/SHAW,511,20005.0
2020-10-21,N38: PETWORTH,503,20011.0
2020-10-21,N33: MICHIGAN PARK,503,20017.0
2020-10-21,N8: BRIGHTWOOD PARK,502,20011.0
2020-10-21,N30: LINCOLN HEIGHTS,474,20019.0
2020-10-21,N32: MARSHALL HEIGHTS,468,20019.0
2020-10-21,N20: FORT DUPONT,413,20019.0
2020-10-21,N14: CONGRESS HEIGHTS/SHIPLEY,399,20032.0
2020-10-21,N46: TWINING,398,20020.0
2020-10-21,N43: SW/WATERFRONT,385,20024.0
2020-10-21,N4: BELLEVUE,382,20043.0
2020-10-21,N34: MOUNT PLEASANT,376,20010.0
2020-10-21,N21: FORT LINCOLN/GATEWAY,362,20018.0
2020-10-21,N29: LAMOND RIGGS,344,20011.0
2020-10-21,N18: EDGEWOOD,343,20002.0
2020-10-21,N26: HISTORIC ANACOSTIA,330,20373.0
2020-10-21,N6: BRENTWOOD,326,20018.0
2020-10-21,N47: U ST/PLEASANT,326,20001.0
2020-10-21,N17: EASTLAND GARDENS,326,20019.0
2020-10-21,N48: UNION STATION,314,20002.0
2020-10-21,N2: ADAMS MORGAN,308,20009.0
2020-10-21,N41: SOUTH COLUMBIA HEIGHTS,291,20009.0
2020-10-21,N16: DOUGLASS,290,20020.0
2020-10-21,N39: SAINT ELIZABETHS,257,20032.0
2020-10-21,N5: BLOOMINGDALE,248,20001.0
2020-10-21,N40: SHEPHERD PARK,239,20012.0
2020-10-21,N28: KINGMAN PARK,224,20002.0
2020-10-21,N23: GEORGETOWN EAST,222,20007.0
2020-10-21,N44: TENLEYTOWN,221,20016.0
2020-10-21,N42: STADIUM ARMORY,220,20009.0
2020-10-21,N27: KENT/PALISADES,200,20016.0
2020-10-21,N51: WOODRIDGE,172,20018.0
2020-10-21,N25: HILL EAST,171,20003.0
2020-10-21,N10: CATHEDRAL HEIGHTS,155,20016.0
2020-10-21,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-21,N9: CAPITOL HILL,120,20002.0
2020-10-21,N24: GWU,114,20052.0
2020-10-21,N50: WOODLEY PARK,106,20008.0
2020-10-21,N19: FOREST HILLS,101,20008.0
2020-10-21,N11: CHEVY CHASE,81,20015.0
2020-10-21,N3: BARNABY WOODS,62,20015.0
2020-10-21,N15: DC MEDICAL CENTER,51,20422.0
2020-10-21,N22: GEORGETOWN,50,20007.0
2020-10-21,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-21,N35: NATIONAL MALL,8,20004.0
2020-10-22,N13: COLUMBIA HEIGHTS,944,20010.0
2020-10-22,N1: 16th ST HEIGHTS,816,20011.0
2020-10-22,N7: BRIGHTWOOD,741,20011.0
2020-10-22,N12: CHINATOWN,594,20001.0
2020-10-22,N37: NAYLOR/HILLCREST,545,20020.0
2020-10-22,N45: TRINIDAD,513,20002.0
2020-10-22,N31: LOGAN CIRCLE/SHAW,513,20005.0
2020-10-22,N38: PETWORTH,506,20011.0
2020-10-22,N33: MICHIGAN PARK,505,20017.0
2020-10-22,N8: BRIGHTWOOD PARK,504,20011.0
2020-10-22,N30: LINCOLN HEIGHTS,477,20019.0
2020-10-22,N32: MARSHALL HEIGHTS,470,20019.0
2020-10-22,N20: FORT DUPONT,413,20019.0
2020-10-22,N14: CONGRESS HEIGHTS/SHIPLEY,401,20032.0
2020-10-22,N46: TWINING,399,20020.0
2020-10-22,N43: SW/WATERFRONT,388,20024.0
2020-10-22,N4: BELLEVUE,385,20043.0
2020-10-22,N34: MOUNT PLEASANT,380,20010.0
2020-10-22,N21: FORT LINCOLN/GATEWAY,364,20018.0
2020-10-22,N29: LAMOND RIGGS,348,20011.0
2020-10-22,N18: EDGEWOOD,345,20002.0
2020-10-22,N26: HISTORIC ANACOSTIA,332,20373.0
2020-10-22,N47: U ST/PLEASANT,329,20001.0
2020-10-22,N6: BRENTWOOD,326,20018.0
2020-10-22,N17: EASTLAND GARDENS,326,20019.0
2020-10-22,N48: UNION STATION,315,20002.0
2020-10-22,N2: ADAMS MORGAN,310,20009.0
2020-10-22,N41: SOUTH COLUMBIA HEIGHTS,291,20009.0
2020-10-22,N16: DOUGLASS,291,20020.0
2020-10-22,N39: SAINT ELIZABETHS,257,20032.0
2020-10-22,N5: BLOOMINGDALE,250,20001.0
2020-10-22,N40: SHEPHERD PARK,240,20012.0
2020-10-22,N28: KINGMAN PARK,225,20002.0
2020-10-22,N44: TENLEYTOWN,222,20016.0
2020-10-22,N23: GEORGETOWN EAST,222,20007.0
2020-10-22,N42: STADIUM ARMORY,220,20009.0
2020-10-22,N27: KENT/PALISADES,200,20016.0
2020-10-22,N51: WOODRIDGE,176,20018.0
2020-10-22,N25: HILL EAST,172,20003.0
2020-10-22,N10: CATHEDRAL HEIGHTS,155,20016.0
2020-10-22,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-22,N9: CAPITOL HILL,122,20002.0
2020-10-22,N24: GWU,113,20052.0
2020-10-22,N50: WOODLEY PARK,107,20008.0
2020-10-22,N19: FOREST HILLS,102,20008.0
2020-10-22,N11: CHEVY CHASE,83,20015.0
2020-10-22,N3: BARNABY WOODS,62,20015.0
2020-10-22,N22: GEORGETOWN,51,20007.0
2020-10-22,N15: DC MEDICAL CENTER,51,20422.0
2020-10-22,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-22,N35: NATIONAL MALL,8,20004.0
2020-10-23,N13: COLUMBIA HEIGHTS,947,20010.0
2020-10-23,N1: 16th ST HEIGHTS,817,20011.0
2020-10-23,N7: BRIGHTWOOD,744,20011.0
2020-10-23,N12: CHINATOWN,598,20001.0
2020-10-23,N37: NAYLOR/HILLCREST,546,20020.0
2020-10-23,N31: LOGAN CIRCLE/SHAW,515,20005.0
2020-10-23,N45: TRINIDAD,514,20002.0
2020-10-23,N8: BRIGHTWOOD PARK,507,20011.0
2020-10-23,N38: PETWORTH,507,20011.0
2020-10-23,N33: MICHIGAN PARK,505,20017.0
2020-10-23,N30: LINCOLN HEIGHTS,481,20019.0
2020-10-23,N32: MARSHALL HEIGHTS,477,20019.0
2020-10-23,N20: FORT DUPONT,412,20019.0
2020-10-23,N14: CONGRESS HEIGHTS/SHIPLEY,403,20032.0
2020-10-23,N46: TWINING,401,20020.0
2020-10-23,N43: SW/WATERFRONT,394,20024.0
2020-10-23,N4: BELLEVUE,391,20043.0
2020-10-23,N34: MOUNT PLEASANT,379,20010.0
2020-10-23,N21: FORT LINCOLN/GATEWAY,370,20018.0
2020-10-23,N29: LAMOND RIGGS,348,20011.0
2020-10-23,N18: EDGEWOOD,346,20002.0
2020-10-23,N47: U ST/PLEASANT,334,20001.0
2020-10-23,N26: HISTORIC ANACOSTIA,333,20373.0
2020-10-23,N6: BRENTWOOD,327,20018.0
2020-10-23,N17: EASTLAND GARDENS,326,20019.0
2020-10-23,N48: UNION STATION,317,20002.0
2020-10-23,N2: ADAMS MORGAN,312,20009.0
2020-10-23,N41: SOUTH COLUMBIA HEIGHTS,294,20009.0
2020-10-23,N16: DOUGLASS,291,20020.0
2020-10-23,N39: SAINT ELIZABETHS,258,20032.0
2020-10-23,N5: BLOOMINGDALE,252,20001.0
2020-10-23,N40: SHEPHERD PARK,240,20012.0
2020-10-23,N28: KINGMAN PARK,226,20002.0
2020-10-23,N23: GEORGETOWN EAST,223,20007.0
2020-10-23,N44: TENLEYTOWN,222,20016.0
2020-10-23,N42: STADIUM ARMORY,220,20009.0
2020-10-23,N27: KENT/PALISADES,203,20016.0
2020-10-23,N51: WOODRIDGE,180,20018.0
2020-10-23,N25: HILL EAST,173,20003.0
2020-10-23,N10: CATHEDRAL HEIGHTS,155,20016.0
2020-10-23,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-23,N9: CAPITOL HILL,127,20002.0
2020-10-23,N24: GWU,113,20052.0
2020-10-23,N50: WOODLEY PARK,109,20008.0
2020-10-23,N19: FOREST HILLS,103,20008.0
2020-10-23,N11: CHEVY CHASE,84,20015.0
2020-10-23,N3: BARNABY WOODS,64,20015.0
2020-10-23,N22: GEORGETOWN,53,20007.0
2020-10-23,N15: DC MEDICAL CENTER,51,20422.0
2020-10-23,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-23,N35: NATIONAL MALL,8,20004.0
2020-10-24,N13: COLUMBIA HEIGHTS,954,20010.0
2020-10-24,N1: 16th ST HEIGHTS,817,20011.0
2020-10-24,N7: BRIGHTWOOD,747,20011.0
2020-10-24,N12: CHINATOWN,599,20001.0
2020-10-24,N37: NAYLOR/HILLCREST,546,20020.0
2020-10-24,N31: LOGAN CIRCLE/SHAW,519,20005.0
2020-10-24,N45: TRINIDAD,516,20002.0
2020-10-24,N8: BRIGHTWOOD PARK,508,20011.0
2020-10-24,N38: PETWORTH,508,20011.0
2020-10-24,N33: MICHIGAN PARK,507,20017.0
2020-10-24,N30: LINCOLN HEIGHTS,482,20019.0
2020-10-24,N32: MARSHALL HEIGHTS,481,20019.0
2020-10-24,N20: FORT DUPONT,417,20019.0
2020-10-24,N14: CONGRESS HEIGHTS/SHIPLEY,404,20032.0
2020-10-24,N46: TWINING,401,20020.0
2020-10-24,N43: SW/WATERFRONT,394,20024.0
2020-10-24,N4: BELLEVUE,389,20043.0
2020-10-24,N34: MOUNT PLEASANT,380,20010.0
2020-10-24,N21: FORT LINCOLN/GATEWAY,370,20018.0
2020-10-24,N29: LAMOND RIGGS,349,20011.0
2020-10-24,N18: EDGEWOOD,346,20002.0
2020-10-24,N47: U ST/PLEASANT,335,20001.0
2020-10-24,N26: HISTORIC ANACOSTIA,335,20373.0
2020-10-24,N6: BRENTWOOD,326,20018.0
2020-10-24,N17: EASTLAND GARDENS,326,20019.0
2020-10-24,N48: UNION STATION,318,20002.0
2020-10-24,N2: ADAMS MORGAN,313,20009.0
2020-10-24,N41: SOUTH COLUMBIA HEIGHTS,295,20009.0
2020-10-24,N16: DOUGLASS,291,20020.0
2020-10-24,N39: SAINT ELIZABETHS,258,20032.0
2020-10-24,N5: BLOOMINGDALE,255,20001.0
2020-10-24,N40: SHEPHERD PARK,241,20012.0
2020-10-24,N28: KINGMAN PARK,227,20002.0
2020-10-24,N23: GEORGETOWN EAST,225,20007.0
2020-10-24,N44: TENLEYTOWN,223,20016.0
2020-10-24,N42: STADIUM ARMORY,220,20009.0
2020-10-24,N27: KENT/PALISADES,203,20016.0
2020-10-24,N51: WOODRIDGE,181,20018.0
2020-10-24,N25: HILL EAST,176,20003.0
2020-10-24,N10: CATHEDRAL HEIGHTS,158,20016.0
2020-10-24,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-24,N9: CAPITOL HILL,127,20002.0
2020-10-24,N24: GWU,114,20052.0
2020-10-24,N50: WOODLEY PARK,109,20008.0
2020-10-24,N19: FOREST HILLS,104,20008.0
2020-10-24,N11: CHEVY CHASE,84,20015.0
2020-10-24,N3: BARNABY WOODS,67,20015.0
2020-10-24,N22: GEORGETOWN,57,20007.0
2020-10-24,N15: DC MEDICAL CENTER,51,20422.0
2020-10-24,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-24,N35: NATIONAL MALL,8,20004.0
2020-10-25,N13: COLUMBIA HEIGHTS,956,20010.0
2020-10-25,N1: 16th ST HEIGHTS,820,20011.0
2020-10-25,N7: BRIGHTWOOD,748,20011.0
2020-10-25,N12: CHINATOWN,598,20001.0
2020-10-25,N37: NAYLOR/HILLCREST,547,20020.0
2020-10-25,N31: LOGAN CIRCLE/SHAW,522,20005.0
2020-10-25,N45: TRINIDAD,517,20002.0
2020-10-25,N8: BRIGHTWOOD PARK,510,20011.0
2020-10-25,N38: PETWORTH,510,20011.0
2020-10-25,N33: MICHIGAN PARK,507,20017.0
2020-10-25,N30: LINCOLN HEIGHTS,482,20019.0
2020-10-25,N32: MARSHALL HEIGHTS,481,20019.0
2020-10-25,N20: FORT DUPONT,420,20019.0
2020-10-25,N14: CONGRESS HEIGHTS/SHIPLEY,405,20032.0
2020-10-25,N46: TWINING,403,20020.0
2020-10-25,N43: SW/WATERFRONT,396,20024.0
2020-10-25,N4: BELLEVUE,391,20043.0
2020-10-25,N34: MOUNT PLEASANT,380,20010.0
2020-10-25,N21: FORT LINCOLN/GATEWAY,370,20018.0
2020-10-25,N29: LAMOND RIGGS,350,20011.0
2020-10-25,N18: EDGEWOOD,347,20002.0
2020-10-25,N47: U ST/PLEASANT,339,20001.0
2020-10-25,N26: HISTORIC ANACOSTIA,337,20373.0
2020-10-25,N17: EASTLAND GARDENS,328,20019.0
2020-10-25,N6: BRENTWOOD,327,20018.0
2020-10-25,N48: UNION STATION,319,20002.0
2020-10-25,N2: ADAMS MORGAN,314,20009.0
2020-10-25,N41: SOUTH COLUMBIA HEIGHTS,295,20009.0
2020-10-25,N16: DOUGLASS,292,20020.0
2020-10-25,N39: SAINT ELIZABETHS,259,20032.0
2020-10-25,N5: BLOOMINGDALE,255,20001.0
2020-10-25,N40: SHEPHERD PARK,241,20012.0
2020-10-25,N28: KINGMAN PARK,229,20002.0
2020-10-25,N23: GEORGETOWN EAST,225,20007.0
2020-10-25,N44: TENLEYTOWN,223,20016.0
2020-10-25,N42: STADIUM ARMORY,220,20009.0
2020-10-25,N27: KENT/PALISADES,203,20016.0
2020-10-25,N51: WOODRIDGE,180,20018.0
2020-10-25,N25: HILL EAST,178,20003.0
2020-10-25,N10: CATHEDRAL HEIGHTS,159,20016.0
2020-10-25,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-25,N9: CAPITOL HILL,127,20002.0
2020-10-25,N24: GWU,114,20052.0
2020-10-25,N50: WOODLEY PARK,109,20008.0
2020-10-25,N19: FOREST HILLS,104,20008.0
2020-10-25,N11: CHEVY CHASE,84,20015.0
2020-10-25,N3: BARNABY WOODS,68,20015.0
2020-10-25,N22: GEORGETOWN,57,20007.0
2020-10-25,N15: DC MEDICAL CENTER,52,20422.0
2020-10-25,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-25,N35: NATIONAL MALL,7,20004.0
2020-10-26,N13: COLUMBIA HEIGHTS,957,20010.0
2020-10-26,N1: 16th ST HEIGHTS,821,20011.0
2020-10-26,N7: BRIGHTWOOD,752,20011.0
2020-10-26,N12: CHINATOWN,603,20001.0
2020-10-26,N37: NAYLOR/HILLCREST,548,20020.0
2020-10-26,N31: LOGAN CIRCLE/SHAW,524,20005.0
2020-10-26,N45: TRINIDAD,520,20002.0
2020-10-26,N38: PETWORTH,513,20011.0
2020-10-26,N8: BRIGHTWOOD PARK,512,20011.0
2020-10-26,N33: MICHIGAN PARK,510,20017.0
2020-10-26,N30: LINCOLN HEIGHTS,485,20019.0
2020-10-26,N32: MARSHALL HEIGHTS,481,20019.0
2020-10-26,N20: FORT DUPONT,422,20019.0
2020-10-26,N46: TWINING,406,20020.0
2020-10-26,N14: CONGRESS HEIGHTS/SHIPLEY,405,20032.0
2020-10-26,N43: SW/WATERFRONT,402,20024.0
2020-10-26,N4: BELLEVUE,393,20043.0
2020-10-26,N34: MOUNT PLEASANT,384,20010.0
2020-10-26,N21: FORT LINCOLN/GATEWAY,373,20018.0
2020-10-26,N29: LAMOND RIGGS,351,20011.0
2020-10-26,N18: EDGEWOOD,349,20002.0
2020-10-26,N47: U ST/PLEASANT,345,20001.0
2020-10-26,N26: HISTORIC ANACOSTIA,341,20373.0
2020-10-26,N17: EASTLAND GARDENS,328,20019.0
2020-10-26,N6: BRENTWOOD,327,20018.0
2020-10-26,N48: UNION STATION,322,20002.0
2020-10-26,N2: ADAMS MORGAN,316,20009.0
2020-10-26,N41: SOUTH COLUMBIA HEIGHTS,298,20009.0
2020-10-26,N16: DOUGLASS,293,20020.0
2020-10-26,N39: SAINT ELIZABETHS,260,20032.0
2020-10-26,N5: BLOOMINGDALE,257,20001.0
2020-10-26,N40: SHEPHERD PARK,241,20012.0
2020-10-26,N28: KINGMAN PARK,230,20002.0
2020-10-26,N23: GEORGETOWN EAST,227,20007.0
2020-10-26,N44: TENLEYTOWN,225,20016.0
2020-10-26,N42: STADIUM ARMORY,220,20009.0
2020-10-26,N27: KENT/PALISADES,205,20016.0
2020-10-26,N25: HILL EAST,183,20003.0
2020-10-26,N51: WOODRIDGE,180,20018.0
2020-10-26,N10: CATHEDRAL HEIGHTS,160,20016.0
2020-10-26,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-26,N9: CAPITOL HILL,127,20002.0
2020-10-26,N24: GWU,115,20052.0
2020-10-26,N50: WOODLEY PARK,110,20008.0
2020-10-26,N19: FOREST HILLS,104,20008.0
2020-10-26,N11: CHEVY CHASE,84,20015.0
2020-10-26,N3: BARNABY WOODS,68,20015.0
2020-10-26,N22: GEORGETOWN,64,20007.0
2020-10-26,N15: DC MEDICAL CENTER,51,20422.0
2020-10-26,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-26,N35: NATIONAL MALL,7,20004.0
2020-10-27,N13: COLUMBIA HEIGHTS,960,20010.0
2020-10-27,N1: 16th ST HEIGHTS,822,20011.0
2020-10-27,N7: BRIGHTWOOD,757,20011.0
2020-10-27,N12: CHINATOWN,608,20001.0
2020-10-27,N37: NAYLOR/HILLCREST,548,20020.0
2020-10-27,N31: LOGAN CIRCLE/SHAW,530,20005.0
2020-10-27,N45: TRINIDAD,522,20002.0
2020-10-27,N38: PETWORTH,515,20011.0
2020-10-27,N8: BRIGHTWOOD PARK,513,20011.0
2020-10-27,N33: MICHIGAN PARK,510,20017.0
2020-10-27,N32: MARSHALL HEIGHTS,486,20019.0
2020-10-27,N30: LINCOLN HEIGHTS,484,20019.0
2020-10-27,N20: FORT DUPONT,421,20019.0
2020-10-27,N46: TWINING,409,20020.0
2020-10-27,N14: CONGRESS HEIGHTS/SHIPLEY,406,20032.0
2020-10-27,N43: SW/WATERFRONT,404,20024.0
2020-10-27,N4: BELLEVUE,393,20043.0
2020-10-27,N34: MOUNT PLEASANT,385,20010.0
2020-10-27,N21: FORT LINCOLN/GATEWAY,374,20018.0
2020-10-27,N18: EDGEWOOD,352,20002.0
2020-10-27,N29: LAMOND RIGGS,351,20011.0
2020-10-27,N47: U ST/PLEASANT,349,20001.0
2020-10-27,N26: HISTORIC ANACOSTIA,342,20373.0
2020-10-27,N17: EASTLAND GARDENS,329,20019.0
2020-10-27,N6: BRENTWOOD,327,20018.0
2020-10-27,N48: UNION STATION,325,20002.0
2020-10-27,N2: ADAMS MORGAN,318,20009.0
2020-10-27,N41: SOUTH COLUMBIA HEIGHTS,300,20009.0
2020-10-27,N16: DOUGLASS,294,20020.0
2020-10-27,N39: SAINT ELIZABETHS,262,20032.0
2020-10-27,N5: BLOOMINGDALE,259,20001.0
2020-10-27,N40: SHEPHERD PARK,241,20012.0
2020-10-27,N28: KINGMAN PARK,230,20002.0
2020-10-27,N23: GEORGETOWN EAST,227,20007.0
2020-10-27,N44: TENLEYTOWN,226,20016.0
2020-10-27,N42: STADIUM ARMORY,220,20009.0
2020-10-27,N27: KENT/PALISADES,206,20016.0
2020-10-27,N25: HILL EAST,183,20003.0
2020-10-27,N51: WOODRIDGE,182,20018.0
2020-10-27,N10: CATHEDRAL HEIGHTS,160,20016.0
2020-10-27,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-27,N9: CAPITOL HILL,128,20002.0
2020-10-27,N24: GWU,115,20052.0
2020-10-27,N50: WOODLEY PARK,112,20008.0
2020-10-27,N19: FOREST HILLS,104,20008.0
2020-10-27,N11: CHEVY CHASE,84,20015.0
2020-10-27,N3: BARNABY WOODS,68,20015.0
2020-10-27,N22: GEORGETOWN,64,20007.0
2020-10-27,N15: DC MEDICAL CENTER,51,20422.0
2020-10-27,N36: NAVAL STATION & AIR FORCE,15,20373.0
2020-10-27,N35: NATIONAL MALL,8,20004.0
2020-10-28,N13: COLUMBIA HEIGHTS,969,20010.0
2020-10-28,N1: 16th ST HEIGHTS,826,20011.0
2020-10-28,N7: BRIGHTWOOD,758,20011.0
2020-10-28,N12: CHINATOWN,613,20001.0
2020-10-28,N37: NAYLOR/HILLCREST,551,20020.0
2020-10-28,N31: LOGAN CIRCLE/SHAW,534,20005.0
2020-10-28,N45: TRINIDAD,524,20002.0
2020-10-28,N38: PETWORTH,518,20011.0
2020-10-28,N8: BRIGHTWOOD PARK,516,20011.0
2020-10-28,N33: MICHIGAN PARK,510,20017.0
2020-10-28,N30: LINCOLN HEIGHTS,489,20019.0
2020-10-28,N32: MARSHALL HEIGHTS,487,20019.0
2020-10-28,N20: FORT DUPONT,424,20019.0
2020-10-28,N46: TWINING,410,20020.0
2020-10-28,N43: SW/WATERFRONT,407,20024.0
2020-10-28,N14: CONGRESS HEIGHTS/SHIPLEY,407,20032.0
2020-10-28,N4: BELLEVUE,398,20043.0
2020-10-28,N34: MOUNT PLEASANT,389,20010.0
2020-10-28,N21: FORT LINCOLN/GATEWAY,376,20018.0
2020-10-28,N29: LAMOND RIGGS,353,20011.0
2020-10-28,N18: EDGEWOOD,353,20002.0
2020-10-28,N47: U ST/PLEASANT,352,20001.0
2020-10-28,N26: HISTORIC ANACOSTIA,344,20373.0
2020-10-28,N17: EASTLAND GARDENS,329,20019.0
2020-10-28,N6: BRENTWOOD,328,20018.0
2020-10-28,N48: UNION STATION,328,20002.0
2020-10-28,N2: ADAMS MORGAN,319,20009.0
2020-10-28,N41: SOUTH COLUMBIA HEIGHTS,305,20009.0
2020-10-28,N16: DOUGLASS,296,20020.0
2020-10-28,N39: SAINT ELIZABETHS,263,20032.0
2020-10-28,N5: BLOOMINGDALE,260,20001.0
2020-10-28,N40: SHEPHERD PARK,242,20012.0
2020-10-28,N28: KINGMAN PARK,233,20002.0
2020-10-28,N23: GEORGETOWN EAST,231,20007.0
2020-10-28,N44: TENLEYTOWN,227,20016.0
2020-10-28,N42: STADIUM ARMORY,220,20009.0
2020-10-28,N27: KENT/PALISADES,207,20016.0
2020-10-28,N51: WOODRIDGE,188,20018.0
2020-10-28,N25: HILL EAST,185,20003.0
2020-10-28,N10: CATHEDRAL HEIGHTS,160,20016.0
2020-10-28,N49: WASHINGTON HIGHLANDS,152,20032.0
2020-10-28,N9: CAPITOL HILL,128,20002.0
2020-10-28,N24: GWU,117,20052.0
2020-10-28,N50: WOODLEY PARK,112,20008.0
2020-10-28,N19: FOREST HILLS,104,20008.0
2020-10-28,N11: CHEVY CHASE,84,20015.0
2020-10-28,N3: BARNABY WOODS,68,20015.0
2020-10-28,N22: GEORGETOWN,64,20007.0
2020-10-28,N15: DC MEDICAL CENTER,51,20422.0
2020-10-28,N36: NAVAL STATION & AIR FORCE,16,20373.0
2020-10-28,N35: NATIONAL MALL,8,20004.0
2020-10-29,N13: COLUMBIA HEIGHTS,973,20010.0
2020-10-29,N1: 16th ST HEIGHTS,830,20011.0
2020-10-29,N7: BRIGHTWOOD,758,20011.0
2020-10-29,N12: CHINATOWN,617,20001.0
2020-10-29,N37: NAYLOR/HILLCREST,552,20020.0
2020-10-29,N31: LOGAN CIRCLE/SHAW,535,20005.0
2020-10-29,N45: TRINIDAD,525,20002.0
2020-10-29,N38: PETWORTH,519,20011.0
2020-10-29,N8: BRIGHTWOOD PARK,518,20011.0
2020-10-29,N33: MICHIGAN PARK,510,20017.0
2020-10-29,N30: LINCOLN HEIGHTS,490,20019.0
2020-10-29,N32: MARSHALL HEIGHTS,487,20019.0
2020-10-29,N20: FORT DUPONT,423,20019.0
2020-10-29,N46: TWINING,412,20020.0
2020-10-29,N43: SW/WATERFRONT,411,20024.0
2020-10-29,N14: CONGRESS HEIGHTS/SHIPLEY,408,20032.0
2020-10-29,N4: BELLEVUE,399,20043.0
2020-10-29,N34: MOUNT PLEASANT,393,20010.0
2020-10-29,N21: FORT LINCOLN/GATEWAY,376,20018.0
2020-10-29,N47: U ST/PLEASANT,354,20001.0
2020-10-29,N18: EDGEWOOD,354,20002.0
2020-10-29,N29: LAMOND RIGGS,353,20011.0
2020-10-29,N26: HISTORIC ANACOSTIA,348,20373.0
2020-10-29,N48: UNION STATION,331,20002.0
2020-10-29,N6: BRENTWOOD,330,20018.0
2020-10-29,N17: EASTLAND GARDENS,330,20019.0
2020-10-29,N2: ADAMS MORGAN,322,20009.0
2020-10-29,N41: SOUTH COLUMBIA HEIGHTS,309,20009.0
2020-10-29,N16: DOUGLASS,296,20020.0
2020-10-29,N39: SAINT ELIZABETHS,263,20032.0
2020-10-29,N5: BLOOMINGDALE,261,20001.0
2020-10-29,N40: SHEPHERD PARK,242,20012.0
2020-10-29,N28: KINGMAN PARK,234,20002.0
2020-10-29,N23: GEORGETOWN EAST,233,20007.0
2020-10-29,N44: TENLEYTOWN,228,20016.0
2020-10-29,N42: STADIUM ARMORY,220,20009.0
2020-10-29,N27: KENT/PALISADES,209,20016.0
2020-10-29,N51: WOODRIDGE,188,20018.0
2020-10-29,N25: HILL EAST,186,20003.0
2020-10-29,N10: CATHEDRAL HEIGHTS,161,20016.0
2020-10-29,N49: WASHINGTON HIGHLANDS,153,20032.0
2020-10-29,N9: CAPITOL HILL,131,20002.0
